corretora,ativo,op,classe,tipo,qtde,data,preco,valor,posicao,custo_atual,custo_medio,total,taxas,txcorr,txbolsa,txaluguel,prov,jcp,divid,rentabilidade,lucro,irrf,ir,extrato,saldo_rico,saldo_clear
rico,IRBR3,C,swing,ação,100,2020-06-29,12.49,1249.00,100,1260.45,12.60,1260.45,11.45,11.07,0.38,,,,,,,,,-1260.45,880.69,2341.54
clear,IRBR3,C,swing,ação,100,2020-06-29,12.49,1249.00,100,1249.38,12.49,1249.38,0.38,0.00,0.38,,,,,,,,,-1249.38,880.69,1092.15
rico,IRBR3,V,swing,ação,100,2020-06-30,12.00,1200.00,0,0.00,12.60,1188.57,11.43,11.07,0.37,,,,,,-71.88,0.06,,1188.57,2069.25,1092.15
clear,USIM5,C,swing,ação,200,2020-06-30,7.21,1442.00,200,1442.44,7.21,1442.44,0.44,0.00,0.44,,,,,,,,,-1442.44,2069.25,-350.29
clear,IRBR3,V,swing,ação,100,2020-06-30,12.00,1200.00,0,0.00,12.49,1199.63,0.37,0.00,0.37,,,,,,-49.75,0.06,,1199.63,2069.25,849.35
rico,,U,,,,2020-06-30,,1375.75,,0.00,,1375.75,0.00,,,,,,,,,,,1375.75,3445.00,849.35
clear,USIM5,V,swing,ação,200,2020-07-01,7.40,1480.00,0,0.00,7.21,1479.55,0.45,0.00,0.45,,,,,,37.11,0.07,5.57,1479.55,3445.00,2328.89
rico,MRVE3,V,swing,ação,46,2020-07-03,19.09,878.14,0,0.00,13.81,876.82,1.32,1.05,0.27,,,,,,241.65,0.04,36.25,876.82,4321.82,2328.89
rico,MRVE3,V,swing,ação,14,2020-07-03,19.09,267.26,0,0.00,13.81,266.13,1.13,1.05,0.08,,,,,,72.82,0.01,10.92,266.13,4587.95,2328.89
rico,MRVE3,V,swing,ação,10,2020-07-03,19.09,190.90,0,0.00,18.98,189.79,1.11,1.05,0.06,,,,,,0.00,0.01,0.00,189.79,4777.74,2328.89
rico,TSLA34,C,swing,ação,1,2020-07-06,1720.00,1720.00,4,4508.65,1127.16,1722.63,2.63,2.10,0.53,,,,,,,,,-1722.63,3055.11,2328.89
clear,USIM5,C,swing,ação,100,2020-07-06,7.58,758.00,100,758.23,7.58,758.23,0.23,0.00,0.23,,,,,,,,,-758.23,3055.11,1570.66
clear,MGLU3,C,swing,ação,9,2020-07-06,72.00,648.00,10,720.22,72.02,648.20,0.20,0.00,0.20,,,,,,,,,-648.20,3055.11,922.46
clear,MGLU3,C,swing,ação,1,2020-07-06,72.00,72.00,10,720.22,72.02,72.02,0.02,0.00,0.02,,,,,,,,,-72.02,3055.11,850.44
rico,TSLA34,V,swing,ação,1,2020-07-09,1800.00,1800.00,3,3381.48,1127.16,1797.35,2.65,2.10,0.55,,,,,,670.19,0.09,100.53,1797.35,4852.46,850.44
rico,IRBR3,C,swing,ação,99,2020-07-14,9.00,891.00,99,893.37,9.02,893.37,2.37,2.10,0.27,,,,,,,,,-893.37,3959.08,850.44
rico,MRVE3,C,swing,ação,10,2020-07-14,20.78,207.80,50,1041.42,20.83,208.39,0.59,0.53,0.06,,,,,,,,,-208.39,3750.70,850.44
rico,MRVE3,C,swing,ação,6,2020-07-14,20.78,124.68,50,1041.42,20.83,125.24,0.56,0.53,0.04,,,,,,,,,-125.24,3625.45,850.44
rico,MRVE3,C,swing,ação,6,2020-07-14,20.78,124.68,50,1041.42,20.83,125.24,0.56,0.53,0.04,,,,,,,,,-125.24,3500.21,850.44
rico,MRVE3,C,swing,ação,28,2020-07-14,20.78,581.84,50,1041.42,20.83,582.54,0.70,0.53,0.18,,,,,,,,,-582.54,2917.66,850.44
rico,TSLA34,C,swing,ação,1,2020-07-14,2060.00,2060.00,4,5444.22,1361.05,2062.73,2.73,2.10,0.63,,,,,,,,,-2062.73,854.93,850.44
clear,VVAR3,C,swing,ação,21,2020-07-14,18.00,378.00,45,810.25,18.01,378.12,0.12,0.00,0.12,,,,,,,,,-378.12,854.93,472.33
clear,VVAR3,C,swing,ação,24,2020-07-14,18.00,432.00,45,810.25,18.01,432.13,0.13,0.00,0.13,,,,,,,,,-432.13,854.93,40.19
rico,TSLA34,V,swing,ação,2,2020-07-15,2009.99,4019.98,1,1361.05,1361.05,4016.65,3.33,2.10,1.23,,,,,,1294.54,0.20,194.18,4016.65,4871.58,40.19
rico,TSLA34,V,swing,ação,1,2020-07-15,2038.99,2038.99,1,1361.05,1361.05,2036.26,2.73,2.10,0.62,,,,,,675.21,0.10,101.28,2036.26,6907.84,40.19
clear,MGLU3,V,swing,ação,10,2020-07-17,81.95,819.50,0,0.00,72.02,819.25,0.25,0.00,0.25,,,,,,99.03,0.04,14.85,819.25,6907.84,859.44
clear,VVAR3,V,swing,ação,17,2020-07-17,19.87,337.79,0,0.00,18.01,337.69,0.10,0.00,0.10,,,,,,31.59,0.02,4.74,337.69,6907.84,1197.13
clear,VVAR3,V,swing,ação,20,2020-07-17,19.87,397.40,0,0.00,18.01,397.28,0.12,0.00,0.12,,,,,,37.17,0.02,5.58,397.28,6907.84,1594.41
clear,VVAR3,V,swing,ação,8,2020-07-17,19.87,158.96,0,0.00,18.01,158.91,0.05,0.00,0.05,,,,,,14.87,0.01,2.23,158.91,6907.84,1753.32
rico,VALE3,C,swing,ação,20,2020-07-20,61.02,1220.40,20,1222.88,61.14,1222.88,2.48,2.10,0.37,,,,,,,,,-1222.88,5684.97,1753.32
clear,VVAR3,C,swing,ação,40,2020-07-20,21.10,844.00,40,844.26,21.11,844.26,0.26,0.00,0.26,,,,,,,,,-844.26,5684.97,909.06
rico,TSLA34,C,swing,ação,1,2020-07-21,2180.00,2180.00,2,3543.82,1771.91,2182.77,2.77,2.10,0.67,,,,,,,,,-2182.77,3502.20,909.06
rico,WEGE3,C,swing,ação,20,2020-07-21,60.00,1200.00,20,1202.47,60.12,1202.47,2.47,2.10,0.37,,,,,,,,,-1202.47,2299.73,909.06
clear,MGLU3,C,day,ação,10,2020-07-21,89.40,894.00,0,0.00,89.42,894.21,0.21,0.00,0.21,,,,,,,,,-894.21,2299.73,14.85
clear,MGLU3,V,day,ação,10,2020-07-21,84.20,842.00,0,0.00,89.42,841.81,0.19,0.00,0.19,,,,,,-52.40,0.00,,841.81,2299.73,856.66
clear,VVAR3,V,swing,ação,37,2020-07-21,20.80,769.60,0,0.00,21.11,769.36,0.24,0.00,0.24,,,,,,-11.57,0.04,,769.36,2299.73,1626.03
clear,VVAR3,V,swing,ação,1,2020-07-21,20.80,20.80,0,0.00,21.11,20.79,0.01,0.00,0.01,,,,,,-0.31,0.00,,20.79,2299.73,1646.82
clear,VVAR3,V,swing,ação,2,2020-07-21,20.80,41.60,0,0.00,21.11,41.59,0.01,0.00,0.01,,,,,,-0.63,0.00,,41.59,2299.73,1688.41
rico,IRBR3,V,swing,ação,30,2020-07-22,8.20,246.00,0,0.00,9.02,244.87,1.13,1.05,0.08,,,,,,-25.85,0.01,,244.87,2544.60,1688.41
rico,IRBR3,V,swing,ação,69,2020-07-22,8.20,565.80,0,0.00,9.02,564.58,1.22,1.05,0.17,,,,,,-58.08,0.03,,564.58,3109.18,1688.41
clear,VVAR3,C,swing,ação,50,2020-07-22,21.00,1050.00,80,1680.00,21.00,1050.32,0.32,0.00,0.32,,,,,,,,,-1050.32,3109.18,638.09
clear,VVAR3,C,swing,ação,30,2020-07-22,21.00,630.00,80,1680.00,21.00,630.19,0.19,0.00,0.19,,,,,,,,,-630.19,3109.18,7.89
rico,TSLA34,C,swing,ação,1,2020-07-23,2150.00,2150.00,3,5696.58,1898.86,2152.76,2.76,2.10,0.66,,,,,,,,,-2152.76,956.42,7.89
clear,AZUL4,V,swing,ação,100,2020-07-23,21.46,2146.00,90,2511.77,27.91,2145.34,0.66,0.00,0.66,,,,,,-645.51,0.11,,2145.34,956.42,2153.24
clear,AZUL4,V,swing,ação,10,2020-07-23,21.45,214.50,90,2511.77,27.91,214.43,0.07,0.00,0.07,,,,,,-64.65,0.01,,214.43,956.42,2367.67
clear,VVAR3,V,swing,ação,80,2020-07-23,19.82,1585.60,0,0.00,21.00,1585.11,0.49,0.00,0.49,,,,,,-94.89,0.08,,1585.11,956.42,3952.78
clear,VVAR3,C,day,ação,95,2020-07-23,21.60,2052.00,0,0.00,21.60,2052.47,0.47,0.00,0.47,,,,,,,,,-2052.47,956.42,1900.31
clear,VVAR3,C,day,ação,4,2020-07-23,21.60,86.40,0,0.00,21.60,86.42,0.02,0.00,0.02,,,,,,,,,-86.42,956.42,1813.89
clear,VVAR3,V,day,ação,79,2020-07-23,19.86,1568.94,0,0.00,21.60,1568.58,0.36,0.00,0.36,,,,,,-138.21,0.00,,1568.58,956.42,3382.47
clear,VVAR3,V,day,ação,20,2020-07-23,19.82,396.40,0,0.00,21.60,396.31,0.09,0.00,0.09,,,,,,-35.79,0.00,,396.31,956.42,3778.78
rico,TSLA34,V,swing,ação,1,2020-07-24,1890.00,1890.00,2,3797.72,1898.86,1887.32,2.68,2.10,0.58,,,,,,-11.54,0.09,,1887.32,2843.74,3778.78
clear,MGLU3,C,swing,ação,15,2020-07-27,80.80,1212.00,15,1212.37,80.82,1212.37,0.37,0.00,0.37,,,,,,,,,-1212.37,2843.74,2566.41
clear,VVAR3,C,swing,ação,72,2020-07-27,19.80,1425.60,80,1584.48,19.81,1426.04,0.44,0.00,0.44,,,,,,,,,-1426.04,2843.74,1140.37
clear,VVAR3,C,swing,ação,8,2020-07-27,19.80,158.40,80,1584.48,19.81,158.45,0.05,0.00,0.05,,,,,,,,,-158.45,2843.74,981.93
rico,WEGE3,C,swing,ação,20,2020-07-28,68.67,1373.40,40,2578.39,64.46,1375.92,2.52,2.10,0.42,,,,,,,,,-1375.92,1467.81,981.93
clear,CIEL3,C,swing,ação,100,2020-07-28,5.19,519.00,100,519.16,5.19,519.16,0.16,0.00,0.16,,,,,,,,,-519.16,1467.81,462.77
clear,USIM5,V,swing,ação,100,2020-07-28,7.90,790.00,0,0.00,7.58,789.76,0.24,0.00,0.24,,,,,,31.53,0.04,4.73,789.76,1467.81,1252.52
clear,PCAR3,C,swing,ação,12,2020-07-28,77.20,926.40,16,1235.78,77.24,926.68,0.28,0.00,0.28,,,,,,,,,-926.68,1467.81,325.84
clear,PCAR3,C,swing,ação,4,2020-07-28,77.25,309.00,16,1235.78,77.24,309.09,0.09,0.00,0.09,,,,,,,,,-309.09,1467.81,16.75
clear,CIEL3,V,swing,ação,100,2020-07-29,4.87,487.00,0,0.00,5.19,486.85,0.15,0.00,0.15,,,,,,-32.31,0.02,,486.85,1467.81,503.60
rico,IRBR3,C,swing,ação,67,2020-08-03,7.72,517.24,99,766.62,7.74,518.45,1.21,1.05,0.16,,,,,,,,,-518.45,949.36,503.60
rico,IRBR3,C,swing,ação,32,2020-08-03,7.72,247.04,99,766.62,7.74,248.17,1.13,1.05,0.08,,,,,,,,,-248.17,701.20,503.60
rico,ITSA4,C,swing,ação,92,2020-08-03,10.68,982.56,99,1059.75,10.70,983.91,1.35,1.05,0.30,,,,,,,,,-983.91,-282.71,503.60
rico,ITSA4,C,swing,ação,7,2020-08-03,10.68,74.76,99,1059.75,10.70,75.83,1.07,1.05,0.02,,,,,,,,,-75.83,-358.55,503.60
clear,ITUB4,C,swing,ação,18,2020-08-03,26.75,481.50,18,481.65,26.76,481.65,0.15,0.00,0.15,,,,,,,,,-481.65,-358.55,21.95
rico,PETR4,V,swing,ação,19,2020-08-05,23.08,438.52,120,2348.78,19.57,436.28,2.24,2.10,0.13,,,,,,64.39,0.02,9.66,436.28,77.74,21.95
rico,CVCB3,V,swing,ação,24,2020-08-11,20.32,487.68,51,1071.87,21.02,486.48,1.20,1.05,0.15,,,,,,-17.93,0.02,,486.48,564.21,21.95
rico,CVCB3,V,swing,ação,25,2020-08-11,20.29,507.25,51,1071.87,21.02,506.04,1.21,1.05,0.16,,,,,,-19.38,0.03,,506.04,1070.26,21.95
rico,HGTX3,V,swing,ação,60,2020-08-11,16.04,962.40,0,0.00,15.21,961.05,1.35,1.05,0.29,,,,,,48.26,0.05,7.24,961.05,2031.31,21.95
rico,HGTX3,V,swing,ação,10,2020-08-11,16.04,160.40,0,0.00,15.21,159.30,1.10,1.05,0.05,,,,,,7.17,0.01,1.08,159.30,2190.61,21.95
rico,IRBR3,V,swing,ação,48,2020-08-11,8.29,397.92,0,0.00,7.74,396.75,1.17,1.05,0.12,,,,,,25.05,0.02,3.76,396.75,2587.36,21.95
rico,IRBR3,V,swing,ação,51,2020-08-11,8.29,422.79,0,0.00,7.74,421.61,1.18,1.05,0.13,,,,,,26.69,0.02,4.00,421.61,3008.97,21.95
clear,AZUL4,V,swing,ação,20,2020-08-11,23.50,470.00,0,0.00,27.91,469.86,0.14,0.00,0.14,,,,,,-88.31,0.02,,469.86,3008.97,491.81
clear,AZUL4,V,swing,ação,30,2020-08-11,23.50,705.00,0,0.00,27.91,704.78,0.22,0.00,0.22,,,,,,-132.47,0.04,,704.78,3008.97,1196.59
clear,AZUL4,V,swing,ação,40,2020-08-11,23.50,940.00,0,0.00,27.91,939.71,0.29,0.00,0.29,,,,,,-176.63,0.05,,939.71,3008.97,2136.30
rico,WEGE3,D,,ação,20,2020-08-12,,,,0.00,,,0.00,,,,2.53,,,,,,,2.53,3011.50,2136.30
clear,BRML3,C,day,ação,100,2020-08-13,10.54,1054.00,0,0.00,10.54,1054.24,0.24,0.00,0.24,,,,,,,,,-1054.24,3011.50,1082.06
clear,BRML3,V,day,ação,100,2020-08-13,10.45,1045.00,0,0.00,10.54,1044.76,0.24,0.00,0.24,,,,,,-9.48,0.00,,1044.76,3011.50,2126.82
clear,IRBR3,C,swing,ação,100,2020-08-14,7.61,761.00,100,761.23,7.61,761.23,0.23,0.00,0.23,,,,,,,,,-761.23,3011.50,1365.59
rico,,E,,,,2020-08-17,,2000.00,,0.00,,2000.00,0.00,,,,,,,,,,,2000.00,5011.50,1365.59
rico,BBAS3,C,swing,ação,6,2020-08-17,33.17,199.02,40,1329.31,33.23,199.61,0.59,0.53,0.06,,,,,,,,,-199.61,4811.89,1365.59
rico,BBAS3,C,swing,ação,1,2020-08-17,33.17,33.17,40,1329.31,33.23,33.71,0.54,0.53,0.01,,,,,,,,,-33.71,4778.19,1365.59
rico,BBAS3,C,swing,ação,32,2020-08-17,33.17,1061.44,40,1329.31,33.23,1062.29,0.85,0.53,0.32,,,,,,,,,-1062.29,3715.90,1365.59
rico,BBAS3,C,swing,ação,1,2020-08-17,33.17,33.17,40,1329.31,33.23,33.71,0.54,0.53,0.01,,,,,,,,,-33.71,3682.19,1365.59
rico,CVCB3,C,swing,ação,48,2020-08-17,19.12,917.76,99,1992.01,20.12,920.14,2.38,2.10,0.28,,,,,,,,,-920.14,2762.05,1365.59
rico,HGTX3,C,swing,ação,4,2020-08-17,15.03,60.12,80,1204.87,15.06,61.19,1.07,1.05,0.02,,,,,,,,,-61.19,2700.86,1365.59
rico,HGTX3,C,swing,ação,76,2020-08-17,15.03,1142.28,80,1204.87,15.06,1143.68,1.40,1.05,0.35,,,,,,,,,-1143.68,1557.18,1365.59
rico,IRBR3,C,swing,ação,47,2020-08-17,7.65,359.55,99,759.68,7.67,360.71,1.16,1.05,0.11,,,,,,,,,-360.71,1196.47,1365.59
rico,IRBR3,C,swing,ação,52,2020-08-17,7.65,397.80,99,759.68,7.67,398.97,1.17,1.05,0.12,,,,,,,,,-398.97,797.49,1365.59
clear,MGLU3,D,,ação,15,2020-08-19,,,,0.00,,,0.00,,,,1.41,,,,,,,1.41,797.49,1367.00
rico,HGTX3,V,swing,ação,40,2020-08-19,15.82,632.80,0,0.00,15.06,631.56,1.24,1.05,0.19,,,,,,29.12,0.03,4.37,631.56,1429.05,1367.00
rico,HGTX3,V,swing,ação,40,2020-08-19,15.82,632.80,0,0.00,15.06,631.56,1.24,1.05,0.19,,,,,,29.12,0.03,4.37,631.56,2060.60,1367.00
clear,MGLU3,V,swing,ação,15,2020-08-20,86.03,1290.45,0,0.00,80.82,1290.06,0.39,0.00,0.39,,,,,,77.68,0.06,11.65,1290.06,2060.60,2657.05
clear,IRBR3,V,swing,ação,100,2020-08-21,8.22,822.00,0,0.00,7.61,821.75,0.25,0.00,0.25,,,,,,60.52,0.04,9.08,821.75,2060.60,3478.80
clear,LREN3,V,swing,ação,2,2020-08-25,43.47,86.94,0,0.00,44.55,86.91,0.03,0.00,0.03,,,,,,-2.19,0.00,,86.91,2060.60,3565.71
clear,LREN3,V,swing,ação,8,2020-08-25,43.47,347.76,0,0.00,44.55,347.65,0.11,0.00,0.11,,,,,,-8.76,0.02,,347.65,2060.60,3913.37
clear,LREN3,V,swing,ação,20,2020-08-25,43.43,868.60,0,0.00,44.55,868.33,0.27,0.00,0.27,,,,,,-22.71,0.04,,868.33,2060.60,4781.70
rico,ITSA4,D,,ação,99,2020-08-26,,,,0.00,,,0.00,,,,1.98,,,,,,,1.98,2062.58,4781.70
clear,ITUB4,J,,ação,18,2020-08-26,,,,0.00,,,0.00,,,,0.81,,,,,,,0.81,2062.58,4782.51
rico,IRBR3,C,day,ação,99,2020-08-26,8.10,801.90,0,0.00,8.12,804.19,2.29,2.10,0.18,,,,,,,,,-804.19,1258.40,4782.51
rico,IRBR3,V,day,ação,92,2020-08-26,8.08,743.36,0,0.00,8.12,742.14,1.22,1.05,0.17,,,,,,-5.19,0.00,,742.14,2000.53,4782.51
rico,IRBR3,V,day,ação,7,2020-08-26,8.08,56.56,0,0.00,8.12,55.50,1.06,1.05,0.01,,,,,,-1.37,0.00,,55.50,2056.03,4782.51
clear,CVCB3,C,swing,ação,50,2020-08-26,18.89,944.50,50,944.79,18.90,944.79,0.29,0.00,0.29,,,,,,,,,-944.79,2056.03,3837.72
clear,OIBR3,C,swing,ação,400,2020-08-27,1.61,644.00,400,644.20,1.61,644.20,0.20,0.00,0.20,,,,,,,,,-644.20,2056.03,3193.53
clear,BTOW3,C,swing,ação,10,2020-08-27,110.22,1102.20,10,1102.54,110.25,1102.54,0.34,0.00,0.34,,,,,,,,,-1102.54,2056.03,2090.99
clear,OIBR3,V,swing,ação,400,2020-08-28,1.72,688.00,0,0.00,1.61,687.79,0.21,0.00,0.21,,,,,,43.59,0.03,6.54,687.79,2056.03,2778.78
clear,BTOW3,V,swing,ação,10,2020-08-28,115.58,1155.80,0,0.00,110.25,1155.45,0.35,0.00,0.35,,,,,,52.91,0.06,7.94,1155.45,2056.03,3934.22
rico,BBAS3,D,,ação,40,2020-08-31,,,,0.00,,,0.00,,,,0.05,,,,,,,0.05,2056.08,3934.22
rico,BBAS3,J,,ação,40,2020-08-31,,,,0.00,,,0.00,,,,14.98,,,,,,,14.98,2071.06,3934.22
rico,BBDC4,C,swing,ação,50,2020-08-31,21.19,1059.50,50,1061.93,21.24,1061.93,2.43,2.10,0.32,,,,,,,,,-1061.93,1009.13,3934.22
rico,GGBR4,C,swing,ação,26,2020-08-31,19.35,503.10,50,969.90,19.40,503.95,0.85,0.70,0.15,,,,,,,,,-503.95,505.18,3934.22
rico,GGBR4,C,swing,ação,18,2020-08-31,19.35,348.30,50,969.90,19.40,349.11,0.81,0.70,0.11,,,,,,,,,-349.11,156.07,3934.22
rico,GGBR4,C,swing,ação,6,2020-08-31,19.35,116.10,50,969.90,19.40,116.84,0.74,0.70,0.04,,,,,,,,,-116.84,39.24,3934.22
rico,TSLA34,C,swing,bdr,2,2020-08-31,630.00,1260.00,12,5060.21,421.68,1262.49,2.49,2.10,0.39,,,,,,,,,-1262.49,-1223.25,3934.22
rico,IRBR3,V,swing,ação,10,2020-08-31,7.18,71.80,0,0.00,7.67,71.48,0.32,0.30,0.02,,,,,,-5.26,0.00,,71.48,-1151.77,3934.22
rico,IRBR3,V,swing,ação,4,2020-08-31,7.18,28.72,0,0.00,7.67,28.41,0.31,0.30,0.01,,,,,,-2.28,0.00,,28.41,-1123.36,3934.22
rico,IRBR3,V,swing,ação,15,2020-08-31,7.18,107.70,0,0.00,7.67,107.37,0.33,0.30,0.03,,,,,,-7.74,0.01,,107.37,-1016.00,3934.22
rico,IRBR3,V,swing,ação,13,2020-08-31,7.18,93.34,0,0.00,7.67,93.01,0.33,0.30,0.03,,,,,,-6.75,0.00,,93.01,-922.99,3934.22
rico,IRBR3,V,swing,ação,1,2020-08-31,7.18,7.18,0,0.00,7.67,6.88,0.30,0.30,0.00,,,,,,-0.80,0.00,,6.88,-916.11,3934.22
rico,IRBR3,V,swing,ação,36,2020-08-31,7.18,258.48,0,0.00,7.67,258.10,0.38,0.30,0.08,,,,,,-18.15,0.01,,258.10,-658.01,3934.22
rico,IRBR3,V,swing,ação,20,2020-08-31,7.18,143.60,0,0.00,7.67,143.26,0.34,0.30,0.04,,,,,,-10.22,0.01,,143.26,-514.75,3934.22
clear,CVCB3,C,swing,ação,5,2020-08-31,18.31,91.55,99,1842.25,18.61,91.58,0.03,0.00,0.03,,,,,,,,,-91.58,-514.75,3842.65
clear,CVCB3,C,swing,ação,44,2020-08-31,18.31,805.64,99,1842.25,18.61,805.89,0.25,0.00,0.25,,,,,,,,,-805.89,-514.75,3036.76
rico,,E,,,,2020-09-01,,2000.00,,0.00,,2000.00,0.00,,,,,,,,,,,2000.00,1485.25,3036.76
clear,ADHM3,C,swing,ação,200,2020-09-02,2.12,424.00,600,1272.39,2.12,424.13,0.13,0.00,0.13,,,,,,,,,-424.13,1485.25,2612.63
clear,ADHM3,C,swing,ação,400,2020-09-02,2.12,848.00,600,1272.39,2.12,848.26,0.26,0.00,0.26,,,,,,,,,-848.26,1485.25,1764.37
rico,IRBR3,C,swing,ação,38,2020-09-03,7.09,269.42,99,704.23,7.11,270.03,0.61,0.53,0.08,,,,,,,,,-270.03,1215.22,1764.37
rico,IRBR3,C,swing,ação,11,2020-09-03,7.09,77.99,99,704.23,7.11,78.54,0.55,0.53,0.02,,,,,,,,,-78.54,1136.68,1764.37
rico,IRBR3,C,swing,ação,12,2020-09-03,7.09,85.08,99,704.23,7.11,85.63,0.55,0.53,0.03,,,,,,,,,-85.63,1051.05,1764.37
rico,IRBR3,C,swing,ação,38,2020-09-03,7.09,269.42,99,704.23,7.11,270.03,0.61,0.53,0.08,,,,,,,,,-270.03,781.02,1764.37
rico,TSLA34,V,swing,bdr,5,2020-09-03,540.00,2700.00,7,2951.79,421.68,2697.07,2.93,2.10,0.83,,,,,,588.65,0.14,88.30,2696.94,3477.96,1764.37
clear,ADHM3,V,swing,ação,200,2020-09-03,2.22,444.00,300,636.19,2.12,443.86,0.14,0.00,0.14,,,,,,19.73,0.02,2.96,443.86,3477.96,2208.24
clear,ADHM3,V,swing,ação,100,2020-09-03,2.22,222.00,300,636.19,2.12,221.93,0.07,0.00,0.07,,,,,,9.87,0.01,1.48,221.93,3477.96,2430.17
clear,VVAR3,C,day,ação,70,2020-09-03,19.76,1383.20,0,0.00,19.77,1383.52,0.32,0.00,0.32,,,,,,,,,-1383.52,3477.96,1046.65
clear,VVAR3,C,day,ação,10,2020-09-03,19.77,197.70,0,0.00,19.77,197.75,0.05,0.00,0.05,,,,,,,,,-197.75,3477.96,848.90
clear,VVAR3,V,day,ação,25,2020-09-03,19.78,494.50,0,0.00,19.77,494.39,0.11,0.00,0.11,,,,,,0.24,0.00,0.05,494.39,3477.96,1343.29
clear,VVAR3,V,day,ação,10,2020-09-03,19.78,197.80,0,0.00,19.77,197.75,0.05,0.00,0.05,,,,,,0.10,0.00,0.02,197.75,3477.96,1541.04
clear,VVAR3,V,day,ação,10,2020-09-03,19.78,197.80,0,0.00,19.77,197.75,0.05,0.00,0.05,,,,,,0.10,0.00,0.02,197.75,3477.96,1738.80
clear,VVAR3,V,day,ação,10,2020-09-03,19.78,197.80,0,0.00,19.77,197.75,0.05,0.00,0.05,,,,,,0.10,0.00,0.02,197.75,3477.96,1936.55
clear,VVAR3,V,day,ação,10,2020-09-03,19.78,197.80,0,0.00,19.77,197.75,0.05,0.00,0.05,,,,,,0.10,0.00,0.02,197.75,3477.96,2134.31
clear,VVAR3,V,day,ação,15,2020-09-03,19.78,296.70,0,0.00,19.77,296.63,0.07,0.00,0.07,,,,,,0.14,0.00,0.03,296.63,3477.96,2430.94
clear,VVAR3,V,swing,ação,39,2020-09-03,19.80,772.20,0,0.00,19.81,771.96,0.24,0.00,0.24,,,,,,-0.47,0.04,,771.96,3477.96,3202.90
clear,VVAR3,V,swing,ação,41,2020-09-03,19.80,811.80,0,0.00,19.81,811.55,0.25,0.00,0.25,,,,,,-0.50,0.04,,811.55,3477.96,4014.46
rico,TSLA34,C,swing,bdr,4,2020-09-04,533.00,2132.00,11,5086.54,462.41,2134.75,2.75,2.10,0.65,,,,,,,,,-2134.75,1343.20,4014.46
clear,ADHM3,V,swing,ação,300,2020-09-04,2.22,666.00,0,0.00,2.12,665.80,0.20,0.00,0.20,,,,,,29.60,0.03,4.44,665.80,1343.20,4680.25
rico,TSLA34,C,swing,bdr,2,2020-09-08,460.20,920.40,13,6009.33,462.26,922.78,2.38,2.10,0.28,,,,,,,,,-922.78,420.42,4680.25
clear,STBP3,C,swing,ação,200,2020-09-09,5.23,1046.00,200,1046.32,5.23,1046.32,0.32,0.00,0.32,,,,,,,,,-1046.32,420.42,3633.93
clear,VVAR3,C,swing,ação,27,2020-09-09,18.42,497.34,50,921.28,18.43,497.49,0.15,0.00,0.15,,,,,,,,,-497.49,420.42,3136.44
clear,VVAR3,C,swing,ação,6,2020-09-09,18.42,110.52,50,921.28,18.43,110.55,0.03,0.00,0.03,,,,,,,,,-110.55,420.42,3025.89
clear,VVAR3,C,swing,ação,10,2020-09-09,18.42,184.20,50,921.28,18.43,184.26,0.06,0.00,0.06,,,,,,,,,-184.26,420.42,2841.63
clear,VVAR3,C,swing,ação,7,2020-09-09,18.42,128.94,50,921.28,18.43,128.98,0.04,0.00,0.04,,,,,,,,,-128.98,420.42,2712.65
clear,USIM5,C,swing,ação,100,2020-09-10,11.12,1112.00,100,1112.34,11.12,1112.34,0.34,0.00,0.34,,,,,,,,,-1112.34,420.42,1600.31
clear,MGLU3,C,swing,ação,10,2020-09-10,91.50,915.00,10,915.28,91.53,915.28,0.28,0.00,0.28,,,,,,,,,-915.28,420.42,685.03
clear,VALE3,C,swing,ação,11,2020-09-11,61.08,671.88,11,672.09,61.10,672.09,0.21,0.00,0.21,,,,,,,,,-672.09,420.42,12.94
clear,PCAR3,V,swing,ação,16,2020-09-14,73.05,1168.80,0,0.00,77.24,1168.44,0.36,0.00,0.36,,,,,,-67.34,0.06,,1168.44,420.42,1181.39
clear,USIM5,V,swing,ação,100,2020-09-15,11.27,1127.00,0,0.00,11.12,1126.66,0.34,0.00,0.34,,,,,,14.31,0.06,2.15,1126.66,420.42,2308.04
clear,MGLU3,C,swing,ação,1,2020-09-18,88.55,88.55,15,1358.17,90.54,88.58,0.03,0.00,0.03,,,,,,,,,-88.58,420.42,2219.46
clear,MGLU3,C,swing,ação,4,2020-09-18,88.55,354.20,15,1358.17,90.54,354.31,0.11,0.00,0.11,,,,,,,,,-354.31,420.42,1865.16
clear,RADL3,C,swing,ação,5,2020-09-18,116.25,581.25,5,581.43,116.29,581.43,0.18,0.00,0.18,,,,,,,,,-581.43,420.42,1283.73
clear,RADL3,V,swing,ação,25,2020-09-23,23.37,584.25,0,0.00,23.26,584.07,0.18,0.00,0.18,,,,,,2.64,0.03,0.40,584.07,420.42,1867.80
rico,BBAS3,J,,ação,40,2020-09-30,,,,0.00,,,0.00,,,,3.50,,,,,,,3.50,423.92,1867.80
clear,VALE3,D,,ação,11,2020-09-30,,,,0.00,,,0.00,,,,15.51,,,,,,,15.51,423.92,1883.31
clear,VALE3,J,,ação,11,2020-09-30,,,,0.00,,,0.00,,,,9.33,,,,,,,9.33,423.92,1892.64
